order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1485859,400959,Kristalbelli,Korean,25.01,Weekday,5,22,24
1486259,218817,Del Frisco's,Steakhouse,12.04,Weekday,3,35,30
1477372,55227,Sushi  of  Gari  Tribeca,Japanese,29.2,Weekend,5,32,22
1491285,118567,Bonnie's,Chinese,27.48,Weekend,3,31,33
1479772,411731,La Colombe - NOW OPEN,Coffee,7.89,Weekend,5,29,15
1490050,162474,Doughnut Plant,Bakery,16.12,Weekday,5,30,19
1480380,133558,The Tuck Shop,Australian,17.14,Weekend,5,29,23
1495927,334176,Momofuku Ko (20% off),Korean,19.72,Weekday,Not given,27,24
1483622,210527,Lucali,Italian,19.61,Weekday,5,23,23
1482230,19030,Sant Ambroeus,Coffee,20.39,Weekday,5,24,22
1476920,36118,RedFarm Broadway,Chinese,12.13,Weekend,4,20,19
1493995,281722,The Tuck Shop,Australian,6.0,Weekday,3,25,23
1480567,349219,Pig Beach,BBQ,17.56,Weekend,5,25,17
1482807,103254,Il Laboratorio del Gelato,Ice Cream,21.62,Weekday,4,20,33
1478576,401180,Chez Josephine,French,14.57,Weekday,3,29,24
1494203,165588,Ichiran,Japanese,25.16,Weekday,4,22,22
1480465,464138,Lan Sheng,Chinese,23.0,Weekend,Not given,29,22
1491772,470369,Lucali,Italian,10.15,Weekday,5,34,25
1488507,312652,Jin Ramen $0 Delivery Fee,Japanese,22.24,Weekend,5,25,22
1492751,438329,Hide-Chan Ramen,N/A,5.0,Weekend,3,27,29
1479194,364942,BCD Tofu House,Korean,4.5,Weekday,3,21,19
1485082,206360,Caffe Dante,Coffee,16.08,Weekend,5,33,16
1484535,84879,Le Pavillon,French,7.7,Weekday,Not given,35,19
1492863,352732,Porto Rico,Coffee,11.91,Weekday,4,35,21
1483795,368953,Sweatshop - NOW OPEN,Coffee,4.5,Weekday,3,29,25
1479841,482059,Fat Choy,Vegetarian,13.62,Weekend,5,26,22
1476679,241719,Blue Ribbon Sushi Izakaya,Japanese,14.41,Weekend,5,22,20
1487814,87651,Lupa,Italian,21.58,Weekend,5,20,26
1481042,223574,Rosemary's,American,27.31,Weekend,4,28,28
1490968,13001,Great NY Noodletown,Chinese,9.23,Weekend,3,28,31
1494040,484877,KATANA KITTEN,Japanese,9.91,Weekday,4,25,19
1480436,482579,Death & Co,American,19.85,Weekday,5,30,30
1493229,173241,Chumley's,American,15.22,Weekend,4,23,24
1490398,453021,Minca,Japanese,16.33,Weekday,Not given,35,28
1489126,239716,Frenchette,French,11.89,Weekend,5,29,21
1479141,24273,Morgenstern's,Ice Cream,22.54,Weekday,Not given,26,31
1492114,98872,B&H Dairy,Vegetarian,4.5,Weekday,4,33,33
1481212,396626,Miss Korea *NEW*,Korean,30.32,Weekend,5,23,24
1494644,282414,The Campbell _Àü£¾÷´,American,12.72,Weekday,4,23,17
1494664,490437,Sey,Coffee,25.75,Weekend,5,28,27
1478853,462122,Murray's Bagels,Deli,7.35,Weekend,5,22,18
1486074,285034,Sonnyboy,Australian,28.41,Weekday,4,26,28
1478839,380539,Prince Tea House,Dessert,18.74,Weekday,Not given,28,24
1485178,471983,Joe Cfofee,Coffee,16.04,Weekend,5,24,15
1488711,464060,Little Collins,Coffee,19.43,Weekday,5,28,15
1492757,112655,Stumptown,Coffee,24.18,Weekend,5,22,29
1486303,200409,Bonchon,Korean Food,21.57,Weekend,4,21,23
1483438,499560,Kang Ho Dong Baekjeong (closed),Korean,24.42,Weekend,Not given,32,17
1487344,380115,Bedouin Tent,Middle Eastern,19.78,Weekday,5,28,29
1492118,359941,Everyman Espresso,Coffee,30.63,Weekday,5,34,23
1491884,292023,Patsy's Pizzeria,Italian,8.25,Weekday,5,27,31
1477509,382076,Shake Shack,American,16.93,Weekend,Not given,25,26
1483310,179716,Dough,Bakery,21.8,Weekend,4,26,33
1477502,367076,Sushi of Gari 46,japanese,22.8,Weekend,Not given,30,25
1493583,88325,Keens Steakhouse,Steakhouse,21.91,Weekend,5,31,15
1480507,204797,Ralph's Coffee,Coffee,7.42,Weekday,4,35,28
1494878,311382,Oiji,Korean,4.5,Weekday,3,29,23
1493921,142841,Miss Ada,Middle Eastern,10.66,Weekday,4,21,18
1481230,328132,Kajitsu,Vegetarian,23.37,Weekday,Not given,27,24
1484018,169058,Noodle Village,Chinese,14.94,Weekday,4,26,33
1495380,358314,STK [LIMITED TIME],Steakhouse,19.26,Weekend,Not given,23,20
1490790,249069,Birch Coffee,Coffee,15.24,Weekday,5,23,33
1479048,145465,Soogil,Korean,5.29,Weekend,Not given,28,33
1479588,129033,T-Bar Steak,Steakhouse,4.5,Weekend,3,31,15
1485204,453589,Sugar Factory,American,21.43,Weekday,Not given,25,32
1480577,405898,Three Seat Espresso,Coffee,14.03,Weekday,4,32,23
1478146,207281,Shake Shack,American,12.27,Weekend,5,24,28
1492548,252723,Le Gigot,French,6.8,Weekday,3,24,23
1490862,353124,Upstate Stock,Coffee,22.05,Weekend,Not given,24,20
1493710,90677,Konditori,Coffee,17.47,Weekday,5,20,30
1494222,402160,Del Posto $0 Delivery Fee,Italian,12.4,Weekend,3,26,24
1490289,94449,Bea,American,12.52,Weekday,5,23,20
1497263,268718,Tabata Ramen,Japanese,7.01,Weekend,4,21,19
1491329,116437,Nur,,15.05,Weekend,4,34,23
1477934,60052,RedFarm Broadway,Chinese,12.61,Weekend,5,28,21
1483698,494635,Wu's Wonton King,Chinese,13.86,Weekday,5,25,28
1478835,175094,American Cut,Steakhouse,16.37,Weekend,3,25,28
1484469,384704,Orwashers,Bakery,9.54,Weekend,4,21,21
1480784,384911,Buddha Bodai,Vegetarian,19.08,Weekend,4,28,22
1488284,208908,H&H Bagels,Deli,14.35,Weekday,5,28,20
1491638,371990,Vic's,American,19.53,Weekday,Not given,22,19
1488056,206484,Battery Gardens,American,19.57,Weekday,5,35,20
1476753,195723,Cafe Habana,Mexican,13.97,Weekday,3,34,28
1486270,438321,The Modern - CLOSED,American,24.23,Weekend,Not given,22,24
1497140,479797,Artichoke Basille's Pizza,Italian,21.2,Weekday,Not given,31,18
1483645,170081,ChikaLicious,Dessert,14.98,Weekend,5,30,23
1479937,299636,Lucien,French,18.28,Weekend,5,32,26
1494861,337097,Fanelli's Cafe,American,20.43,Weekday,Not given,25,29
1483192,172786,Blossom,Vegetarian,12.68,Weekday,5,25,18
1481692,102948,Jean-Georges,French,12.16,Weekend,5,26,30
1488736,402525,Bar Pitti,Italian,17.12,Weekend,4,27,24
1476975,350373,Blue Ribbon Fried Chicken,American,12.23,Weekend,4,21,26
1487801,497324,B&H Dairy,Vegetarian,19.67,Weekend,Not given,24,24
1487364,253877,La Mercerie,French,13.44,Weekend,Not given,32,33
1489871,68500,The Leopard at des Artistes,Italian,18.23,Weekday,3,23,26
1494252,166975,Clinton St. Baking Company,American,7.05,Weekday,Not given,21,17
1486473,328338,Ophelia,American,7.51,Weekday,Not given,32,23
1482636,28447,Atomix _¤¾Ñ¼,Korean,19.41,Weekend,5,33,20
1487584,235576,Buvette - $5 off first order,French,23.12,Weekday,5,20,22
1482967,458424,B&H Dairy,Vegetarian,19.76,Weekday,3,26,17
1497443,167399,Red Rooster Harlem,Southern,19.9,Weekend,Not given,29,25
1479627,435289,Wolfgang's Steakhouse,Steakhouse,7.61,Weekday,3,25,20
1479184,340645,King Cole Bar,American,9.51,Weekday,5,27,27
1495318,377583,Momofuku Ssäm Bar SoHo,Korean,13.97,Weekday,5,28,21
1483034,421934,Oiji Mi,Korean,15.99,Weekend,4,30,23
1492083,417628,McSorley's Old Ale House,American,23.23,Weekend,5,20,31
1488044,348135,Nowon (20% off),Korean,4.5,Weekday,5,22,20
1483156,136994,Dinosaur Bar-B-Que,BBQ,15.76,Weekend,4,31,17
1495312,46481,Supercrown,Coffee,22.61,Weekend,Not given,28,22
1486472,318149,Double Zero,Vegetarian,8.64,Weekday,4,34,19
1483013,338538,Kaffe 1668,Coffee,15.79,Weekday,Not given,25,30
1494097,259559,La Esquina,Mexican,31.46,Weekend,5,30,20
1484790,255778,Nebraska Steakhouse,Steakhouse,14.39,Weekend,4,26,17
1478897,106121,Attaboy,American,12.83,Weekday,Not given,28,19
1482973,359395,Minca,Japanese,18.56,Weekday,4,29,30
1492300,332690,Fat Choy,Vegetarian,13.62,Weekend,3,31,30
1493796,462311,Gallaghers,Steakhouse,16.61,Weekday,5,28,25
1478710,206136,Lombardi's,Italian,15.04,Weekday,5,35,15
1496827,389677,Birds of a Feather,Chinese,6.42,Weekday,5,32,31
1478289,318874,The Kati Roll Company,Indian,31.33,Weekend,5,28,25
1491724,614,Barney Greengrass,Deli,29.87,Weekday,3,23,26
1486304,36950,Tulcingo,Mexican,10.35,Weekday,5,28,24
1491232,108585,Ippudo,Japanese,4.5,Weekend,Not given,26,23
1492516,184895,ThÃ© ButchÃ©r's DÃ¡ughtÃ©r,American,4.88,Weekday,4,20,22
1478883,61857,Quantum Leap,Vegetarian,23.21,Weekday,Not given,28,25
1480123,76703,The Cecil - CLOSED,Southern,6.65,Weekend,Not given,27,23
1477366,275689,Han Dynaty,Chinese,14.12,Weekend,4,35,19
1497157,200040,Ferrara Bakery,Bakery,17.34,Weekend,4,21,23
1481696,372026,Taim - Financial District,Middle Eastern,12.17,Weekend,Not given,25,20
1487157,420778,Fanelli's Cafe,American,13.06,Weekday,5,30,24
1486512,225718,Momofuku Noodle Bar,Japanese,12.93,Weekend,Not given,22,30
1492063,227832,The Pool,American,6.39,Weekday,5,23,26
1482113,65129,Upstate Stock,Coffee,23.57,Weekend,4,31,23
1487809,324299,MarkJoseph,Steakhouse,14.93,Weekday,Not given,20,25
1488757,188932,Toby's Estate,Coffee,14.41,Weekday,4,21,22
1489717,484503,PDT (Please Don't Tell),American,6.53,Weekday,3,32,23
1487491,373584,Root & Bone,Southern,4.5,Weekday,5,34,16
1493230,174004,Supermoon Bakehouse,Bakery,11.99,Weekend,Not given,29,23
1488462,174262,McNulty's,Coffee,19.67,Weekday,5,20,28
1496849,442028,North End Grill,American,21.73,Weekend,Not given,25,22
1492713,56543,Birria-Landia,Mexican,4.5,Weekday,5,25,32
1493554,445264,Big Gay Ice Cream,Ice Cream,22.83,Weekend,5,24,25
1491544,85657,L'Artusi,Italian,6.57,Weekend,5,25,22
1478718,226662,Primehouse,Steakhouse,13.19,Weekday,Not given,33,23
1488408,337372,Bien Cuit (permanently closed),Bakery,4.5,Weekend,3,23,20
1496661,154665,Pastrami Queen,Deli,10.99,Weekday,5,21,24
1481156,88788,Peter Pan Donut,Bakery,17.08,Weekday,4,23,19
1480019,82947,Ninth Street Espresso,Coffee,22.3,Weekday,5,30,21
1477954,130237,Tamarind TriBeCa,Indian,16.98,Weekend,5,22,17
1485662,391852,Kyochon,Korean,23.08,Weekday,4,23,25
1489063,317372,Stumptown,Coffee,24.98,Weekend,4,30,30
1479427,134167,Red Rooster Harlem,Southern,10.1,Weekend,Not given,30,25
1493633,211017,The Spotted Pig _Àü£¾÷´,American,13.19,Weekday,5,27,28
1477384,127445,Shake Shack,American,6.79,Weekend,4,35,30
1484206,406879,Taqueria Diana,Mexican,10.99,Weekday,5,30,20
1490569,108197,Marea Upper West Side,Italian,14.48,Weekday,Not given,29,25
1484517,473009,Insa,Korean,4.5,Weekend,5,35,26
1485917,490489,Kyochon,Korean,12.52,Weekend,5,24,26
1478124,328331,S'MAC,American,16.11,Weekday,5,25,24
1495279,341885,Sacred Chow,Vegetarian,16.31,Weekend,3,29,27
1493467,130863,Minca,Japanese,10.43,Weekday,5,28,23
1487999,394265,The Pool,American,18.95,Weekend,3,27,28
1481922,366700,El Vez,Mexican,22.93,Weekend,5,29,28
1484600,245111,"I Sodi,",Italian,15.41,Weekday,5,29,26
1496068,303252,Corner Bistro,American,16.52,Weekday,5,30,21
1487450,242856,Arlo,American,4.5,Weekday,4,20,27
1478579,373915,Supercrown,Coffee,10.17,Weekend,5,34,23
1487739,217250,Gorilla Coffee,Coffee,4.5,Weekday,5,35,23
1488471,188873,Eric Kayser,Bakery,11.86,Weekend,5,28,15
1481268,460722,Bea,American,12.81,Weekday,Not given,25,18
1489504,148936,Taim,Middle Eastern,11.31,Weekday,5,28,21
1490327,129731,Manhatta,American,13.46,Weekday,4,29,15
1497054,438231,Veggie Grill,Vegetarian,23.62,Weekday,5,27,23
1494698,391576,Supermoon Bakehouse,Bakery,29.77,Weekday,3,20,27
1488571,42817,Flinders Lane,Australian,20.61,Weekend,5,20,29
1477133,175290,Shake Shack,American,12.18,Weekend,Not given,26,25
1484219,459631,Maya,Mexican,4.5,Weekend,5,30,16
1481046,434210,Lupa (closed),Italian,23.62,Weekday,3,32,28
1486730,378878,Supercrown,Coffee,27.25,Weekend,5,31,26
1496253,457213,Sweatshop,Coffee,17.74,Weekend,3,23,31
1492508,97398,Westlight,American,11.96,Weekday,4,30,21
1490690,81632,Hungry Ghost,Coffee,15.57,Weekend,Not given,30,24
1486521,442083,Saba,Middle Eastern,17.82,Weekday,3,20,24
1487502,390470,Irving Farm,Coffee,35.0,Weekend,3,21,21
1479536,212244,Ess-a-aBgel,Deli,22.91,Weekday,Not given,35,30
1476878,378027,RedFarm Broadway,Chinese,8.49,Weekend,Not given,24,16
1488185,441575,Hwa Yuan,Chinese,10.7,Weekday,3,28,23
1493531,129868,Di Fara Pizza,Italian,31.7,Weekday,4,20,28
1492403,223952,Chavela's,Mexican,22.56,Weekend,5,29,33
1497232,180574,Bar Pitti,Italian,11.64,Weekend,Not given,31,21
1487111,68876,Orwashers,Bakery,19.39,Weekday,Not given,25,18
1490179,105050,Let's Meat BBQ,Korean,10.22,Weekend,3,20,17
1478157,58871,Shake Shack,American,8.05,Weekday,4,25,27
1483352,66466,Porto Rico (permanently closed),Coffee,20.53,Weekday,Not given,20,22
1486802,177135,"I Sodi,",Italian,18.95,Weekend,Not given,23,28
1496158,180846,Champs Diner (Original Location),Vegetarian,19.48,Weekday,5,29,24
1497308,380980,Jing Fong Chelsea,Chinese,14.24,Weekend,Not given,25,30
1495886,56238,Gran Electrica,mexican,14.67,Weekday,Not given,34,25
1482920,69216,Peasant,Italian,7.57,Weekday,Not given,35,15
1487284,378537,Felice,Italian,11.24,Weekend,4,27,19
1486439,382512,Cosme (permanently closed),Mexican,20.42,Weekend,Not given,33,23
1494279,181619,Financier Patisserie,Dessert,20.24,Weekday,3,29,29
1478015,364714,Nobu Nex tDoor,Japanese,8.97,Weekday,Not given,22,31
1479373,175138,By Chloe,Vegetarian,4.5,Weekday,4,20,15
1495550,42979,Kristalbelli,Korean ,13.27,Weekday,Not given,33,23
1488617,128062,il Buco Alimentari - Downtown,Italian,27.68,Weekday,4,23,17
1490490,227917,Tulcingo,Mexican,11.14,Weekend,4,26,33
1489867,7039,Lamalo,Middle Eastern,11.34,Weekday,5,24,27
1486803,130251,Bemelmans Bar,American,11.14,Weekend,5,28,28
1490219,181424,Think Coffee - CLOSED,Coffee,22.22,Weekday,5,32,23
1485240,262737,Burke & Wills,Australian,14.57,Weekday,5,32,22
1481062,353900,Cosme,Mexican,15.6,Weekday,Not given,30,21
1491423,344190,Angel's Share,japanese,4.5,Weekend,5,26,25
1485696,326684,Serendipity 3,Ice Cream,19.88,Weekend,4,28,30
1487342,176550,Miss Ada,Middle Eastern,24.01,Weekday,5,28,17
1478233,264707,TAO,Japanese,12.08,Weekday,3,24,26
1496961,276443,Empire Steak House,Steakhouse,4.5,Weekend,5,30,24
1479136,235357,Caffe Reggio,Coffee,15.56,Weekend,Not given,20,22
1490933,172884,Pita Grill,Middle Eastern,22.04,Weekday,Not given,32,28
1487952,412284,Fat Choy,Vegetarian,15.69,Weekday,4,28,26
1487216,129435,Champs Diner (Original Location),Vegetarian,14.49,Weekday,5,25,24
1494504,344835,SEY Coffee (closed),Coffee,9.37,Weekend,4,32,15
1478040,47280,Sushi  of  Gari  Tribeca,Japanese,12.13,Weekday,5,22,26
1481590,133911,ABC Kitchen,Vegetarian,8.78,Weekday,3,20,18
1482282,188359,Mr. K's Chelsea,Chinese,8.65,Weekend,Not given,25,18
1488104,397227,DEVOCIÓN,Coffee,25.1,Weekend,5,28,20
1486527,159270,Artichoke Basille's Pizza,Italian,15.26,Weekend,5,31,16
1490494,333101,Soogil (20% off),Korean,16.07,Weekend,5,22,21
1479481,230703,Atoboy,Korean,11.59,Weekday,5,26,23
1476728,250494,Bubby's  (closed),American,24.25,Weekend,Not given,34,28
1482815,343930,Delice & Sarrasin (permanently closed),Vegetarian,7.34,Weekday,Not given,23,26
1487440,50018,McSorley's Old Ale House,American,18.75,Weekend,4,23,25
1478357,142356,Blue Ribbon Sushi,Japanese,14.07,Weekday,Not given,35,29
1476912,149386,Yama Japanese Restaurant,Japanese,8.78,Weekend,4,22,28
1477112,65806,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,21,28
1497423,61559,Russ & Daughters,Deli,15.93,Weekend,5,30,28
1490200,497428,Cheli,Chinese,28.11,Weekday,Not given,20,22
1478379,142753,Shake Shack,American,8.63,Weekday,Not given,31,32
1483854,315287,Miznon,Middle Eastern,30.62,Weekend,4,31,21
1487436,169973,Roots Cafe,Coffee,19.23,Weekday,Not given,32,27
1476786,103852,Blue Ribbon Sushi,Japanese,6.74,Weekend,5,22,29
1490408,276386,bobwhite counter,Southern,16.69,Weekend,5,26,21
1489143,60045,North End Grill,American ,10.61,Weekday,Not given,27,23
1476570,148459,The Kati Roll Company,Indian,5.87,Weekday,Not given,26,30
1486668,33614,Peaches,Southern,19.04,Weekend,4,28,26
1481205,341050,Nakamura,Japanese,12.66,Weekday,Not given,29,33
1493271,143602,Barney Greengrass,Deli,14.21,Weekday,Not given,26,19
1483848,320816,Pita Grill,Middle Eastern,29.27,Weekday,5,25,24
1484525,89359,Maison Premiere,french,14.03,Weekend,4,23,28
1492908,455741,Everyman Espresso,Coffee,17.7,Weekend,Not given,23,23
1486219,426555,The Brandy Library,American,10.0,Weekday,Not given,20,17
1489116,19906,Let's Meat BBQ,Korean,4.5,Weekend,4,20,19
1483855,224035,Oren's Daily Roast,Coffee,22.28,Weekend,5,28,25
1478597,154252,Pita Grill,Middle Eastern,28.38,Weekday,Not given,22,26
1483852,79545,mighty quinn's bbq,BBQ,13.24,Weekday,4,24,20
1487372,397078,Jacob's Pickles,American,16.23,Weekday,5,22,15
1478671,429332,The Modern,American,29.28,Weekend,Not given,32,27
1484708,126738,Mighty Quinn's BBQ (20% off),BBQ,13.2,Weekend,Not given,21,33
1477619,75251,Blue Ribbon Fried Chicken,American,24.25,Weekend,Not given,27,21
1486441,477041,Gammeeok,Korean,17.74,Weekend,Not given,34,24
1497283,34409,Bar Goto,Japanese,25.21,Weekend,5,28,32
1489271,428857,Joe Coffee,Coffee,15.58,Weekend,3,25,16
1487332,215624,MarkJoseph,Steakhouse,6.52,Weekday,Not given,31,19
1489235,406196,Take31,Korean,20.36,Weekday,5,23,17
1494202,6178,Porto Rico,Coffee,25.57,Weekend,5,33,31
1480319,175777,Peter Pan Donut,Bakery,29.28,Weekend,3,28,22
1489475,77708,Barrio Chino,Mexican,17.82,Weekend,Not given,35,26
1497104,392912,Mah-Ze-Dahr,Bakery,17.36,Weekday,4,29,27
1482211,141628,SEY Coffee,Coffee,4.5,Weekend,3,24,19
1490828,18494,il Buco,Italian,19.83,Weekend,Not given,24,24
1491159,478836,François Payard,Dessert,4.5,Weekend,5,35,21
1484968,475488,The Grill,American,4.93,Weekend,4,26,15
1484119,106421,Caffe Reggio,Coffee,17.09,Weekday,3,24,16
1480170,37752,Max Brenner,Dessert,17.05,Weekend,4,35,29
1492056,275379,Caffe Reggio,Coffee,13.83,Weekday,5,22,28
1495969,108856,Grimaldi's,Italian,12.45,Weekend,5,21,25
1491224,43696,Sacred Chow,Vegetarian,17.02,Weekday,3,23,26
1477638,113507,Parm,Italian,12.18,Weekend,Not given,32,26
1493864,376220,Kyochon,Korean,14.62,Weekend,Not given,26,20
1489309,391540,Patsy's Pizzeria,Italian,29.19,Weekend,3,26,21
1476641,57943,brgr,American,14.07,Weekend,Not given,26,24
1484733,348052,SEY Coffee,Coffee,19.34,Weekday,4,25,33
1476680,44472,Blue Ribbon Sushi Izakaya,Japanese,12.08,Weekend,3,35,15
1482275,20354,Mile End Deli,Deli,17.58,Weekend,4,31,17
1477080,67848,The Kati Roll Company,Indian,19.45,Weekend,Not given,25,24
1481985,365127,mighty quinn's bbq,BBQ,17.94,Weekday,4,35,25
1493409,123035,Butler,Coffee,12.98,Weekday,5,22,27
1480748,234654,Taboon,Middle Eastern,28.94,Weekend,Not given,25,21
1492331,332809,Maison Premiere (closed),Bistro,14.36,Weekend,4,26,24
1476608,297674,Burger Joint,American,7.81,Weekend,3,33,24
1496138,451066,Hide-Chan Ramen,Japanese,4.5,Weekday,Not given,31,18
1486963,252153,Oiji,Korean,11.73,Weekend,5,27,25
1484858,110541,Southside Coffee,Coffee,24.27,Weekday,3,24,19
1487692,247698,Oren's Daily Raost,Coffee,19.52,Weekend,4,20,24
1479596,125609,Hunan Slurp,Chinese,15.31,Weekend,Not given,35,22
1493020,185485,Taqueria Diana,Mexican,12.41,Weekday,4,30,29
1477587,92726,Hatsuhana,Japanese,8.97,Weekend,4,25,26
1477840,35309,Blue Ribbon Sushi,Japanese,19.4,Weekend,5,24,25
1478980,179765,destefano's,Steakhouse,31.75,Weekday,5,25,22
1477269,255697,Sushi Samba,Japanese,6.84,Weekend,5,27,20
1488380,108742,The Dead Rabbit,American,12.93,Weekday,4,28,32
1479729,318237,Wolfgang's Steakhouse,Steakhouse,8.58,Weekend,4,32,28
1486005,8372,Sparks Steak House (closed),Steakhouse,15.24,Weekend,Not given,24,27
1481986,413192,Sit & Wonder,Coffee,15.72,Weekday,5,27,19
1482466,66005,Maialino,Italian,11.72,Weekday,Not given,24,22
1491295,322135,Franchia,Vegetarian,5.88,Weekend,Not given,26,27
1483699,63235,Maison Kayser,Bakery,15.64,Weekday,5,30,18
1494376,407695,Brooklyn Roastnig Company,Coffee,26.33,Weekday,4,26,23
1486857,76089,Patisserie Chanson,Dessert,22.53,Weekday,Not given,28,25
1485472,195193,Her Name is Han,K-BBQ,10.92,Weekday,5,20,21
1486674,370478,Morgenstern's,Ice Cream,19.19,Weekend,4,30,24
1493579,417106,The Variety Coffee Roasters,Coffee,24.32,Weekday,Not given,35,21
1496046,190839,Lamalo,Middle Eastern,17.22,Weekend,5,25,29
1483790,401263,Ess-a-aBgel,Deli,14.81,Weekday,5,28,25
1492451,481260,Keens Steakhouse,Steakhouse,16.7,Weekend,4,29,27
1486659,326202,Da Silvano,Italian,17.06,Weekend,5,25,21
1486824,145697,Stumptown,Coffee,13.17,Weekday,Not given,32,24
1476957,54630,V-Nam Cafe,Vietnamese,12.08,Weekend,Not given,31,19
1484247,219742,Wild Ginger,Vegetarian,6.81,Weekend,Not given,20,24
1486530,230228,Eric Kayser (permanently closed),Bakery,23.66,Weekend,5,24,28
1495171,225340,Atoboy,Korean,23.93,Weekday,5,24,15
1492079,30660,Hunan Slurp,Chinese,15.64,Weekend,3,22,31
1478048,101202,Burger Joint,American,12.18,Weekend,4,35,15
1492504,111454,Nur,Middle Eastern,11.3,Weekday,4,26,27
1476687,61722,Blue Ribbon Sushi,Japanese,14.5,Weekend,Not given,28,28
1481867,123947,Grimaldi's,Italian,25.07,Weekday,3,24,17
1481019,190967,Bemelmans Bar,American,13.84,Weekday,5,31,24
1480155,293979,John's of Bleecker Street,Italian,18.37,Weekend,5,31,24
1485535,76606,Chumley's,American,17.34,Weekday,4,21,22
1490745,226910,Dante - CLOSED,Italian,13.53,Weekday,3,30,27
1479437,351800,Stumptown (closed),Coffee,16.49,Weekday,Not given,23,16
1478221,47280,Rubirosa,Italian,12.56,Weekend,4,31,17
1481350,329193,Frenchete,French,13.52,Weekday,5,29,19
1494432,52029,Dudley's,Australian,13.64,Weekday,5,21,18
1489322,135145,Hary's,Steakhouse,25.82,Weekday,4,25,30
1481776,32175,Minca,Japanese,17.34,Weekday,5,27,25
1496520,162682,Le Crava,American,6.27,Weekday,4,20,20
1494379,348893,Nish Nush,Middle Eastern,16.65,Weekday,Not given,27,31
1494511,399024,Box Kite Coffee,Coffee,19.99,Weekday,4,35,27
1478971,15387,Souen (closed),Vegetarian,26.61,Weekday,Not given,24,28
1488085,384758,John Brown Smokehouse - Free Delivery,BBQ,19.39,Weekday,4,34,29
1478372,133202,Sushi Samba,Japanese,6.11,Weekend,5,30,27
1494245,5393,Saba,Middle Eastern,12.82,Weekend,5,31,22
1485920,158475,El Atoradero,Mexican,25.36,Weekday,4,21,25
1492974,61893,Atomix _¤¾Ñ¼,Korean,12.96,Weekday,Not given,28,33
1480326,54152,Arcade Bakery.,Bakery,16.39,Weekday,Not given,24,32
1486291,403215,Pete's Tavern,Unknown,17.49,Weekday,5,27,17
1478498,435064,Sauce,Italian,21.99,Weekday,3,26,17
1494386,338118,Sweatshop,Coffee,14.78,Weekday,Not given,22,18
1478864,214183,Supercrown,Coffee,23.67,Weekend,Not given,32,23
1492957,496680,Pasquale Jones,Italian,4.5,Weekend,5,24,22
1490773,399163,Eric Kayser (permanently closed),Bakery,11.91,Weekday,4,27,29
1492944,392220,Rocco Steakhouse,Steakhouse,7.55,Weekday,5,24,22
1495216,21485,The Boathouse,American,13.21,Weekend,3,27,28
1486716,260549,STK,Steakhouse,24.0,Weekday,5,33,31
1492852,37347,Robert,American,21.01,Weekend,Not given,26,18
1480767,54631,Cosme (permanently closed),Mexican,19.65,Weekday,5,20,26
1494862,71919,Amorino,Ice Cream,13.3,Weekday,5,25,20
1487485,52182,MARKJOSEPH,Steakhouse,22.95,Weekend,Not given,26,16
1481968,388083,Cosme,Mexican,26.65,Weekend,Not given,25,29
1493314,164598,Jacob's Pickles,American,9.11,Weekend,Not given,32,15
1485115,32423,Blackbarn,American,9.54,Weekday,3,28,21
1493015,137431,Per Se [LIMITED TIME],French,22.16,Weekend,Not given,30,20
1483134,292883,The Smith,American,17.65,Weekday,Not given,24,22
1482943,216014,Doughnut Plant,Bakery,15.28,Weekday,4,34,25
1489616,62968,Di Fara Pizza,Italian,14.71,Weekday,5,20,15
1491594,354907,Maman,Coffee,19.6,Weekday,3,27,30
1485171,331438,Charles' Country Pan Fried Chicken,Southern,10.07,Weekday,5,25,31
1497163,209048,Serendipity 3,Ice Cream,4.5,Weekend,Not given,29,26
1496788,157416,Michael Jordan's,Steakhouse,18.0,Weekend,5,22,19
1486718,211581,Peaches,Southern,5.5,Weekday,4,23,24
1490443,308100,il Buco,Italian,27.34,Weekday,Not given,32,27
1494846,39288,PDT (Please Don't Tell),American,12.84,Weekday,4,35,19
1487602,351847,Morgan's BBQ,BBQ,23.18,Weekday,4,21,30
1486970,342444,Insa,Korean,17.01,Weekday,5,27,20
1492446,308015,John Brown Smokehouse,BBQ,17.08,Weekday,5,35,16
1483321,72945,Oren's Daily Roast,Coffee,6.95,Weekend,Not given,28,31
1479477,97636,Peter Luger Steak House,Steakhouse,10.22,Weekend,4,27,24
1484175,321854,Buddha Bodai,Vegetarian,31.85,Weekend,Not given,30,25
1488982,225532,Industry Kitchen,American,23.59,Weekend,4,22,19
1479649,440584,Kajitsu,Vegetarian,16.34,Weekday,3,34,22
1479662,127870,Think Coffee - CLOSED,Coffee,15.44,Weekday,3,22,23
1496189,48109,Brunswick,Coffee,9.92,Weekday,Not given,28,29
1480525,43730,Sparks Steak House (closed),Steakhouse,21.91,Weekend,4,32,23
1480416,218079,Kristalbelli,Korean,23.83,Weekend,Not given,26,25
1485604,22362,Maya - $5 off first order,Mexican,4.5,Weekend,3,25,16
1484093,300428,Homecoming,Coffee,4.5,Weekday,5,20,22
